OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total,OrderDate
592,Rae Sloane,MM,5.19,Marmite,159.00,-1.67,3.00,-265.53,477.00,10.975293,222.445293,01/26/2017
592,Data,LS,1.00,Subspace Transference Cell,237.00,45.49,2.15,10781.13,509.55,112.9068,11403.5868,10/11/2016
594,Boba Fett,LO,10.37,Quantum Replication System,191.00,15.00,3.00,2865.00,573.00,356.520600,3794.520600,11/08/2017
598,Miles O'Brien,LF,12.10,Universal Degeneration Emitter,67.00,28.00,3.53,1876.00,236.51,255.61371,2368.12371,08/25/2017
607,Admiral Gial Ackbar,FO,22.67,Negative Control Compensator,108.00,21.00,1.00,2268.00,108.00,538.639200,2914.639200,04/23/2017
608,Clara Oswald,DO,39.00,Quantum Dissipation Matrix,146.00,28.54,0.53,4166.84,77.38,1655.2458,5899.4658,12/24/2016
609,Teal'c,CH,43.33,Marmite,153.00,-1.67,3.00,-255.51,459.00,88.172217,291.662217,02/11/2017
615,River Song,PM,1.00,Modular Polarization Cell,200.00,6.90,0.00,1380.00,0.00,13.8000,1393.8000,09/07/2017
620,C-3PO,RK,31.00,Negative Isolinear Control Cell,390.00,16.50,1.84,6435.00,717.60,2217.3060,9369.9060,01/25/2017
621,BB-8,CR,0.99,Molten Lava,205.00,668.78,49.00,137099.90,10045.00,1456.734510,148601.634510,08/18/2018
622,Anakin Skywalker,WT,2.00,Quantum Replication System,243.00,15.00,3.00,3645.00,729.00,87.4800,4461.4800,07/31/2017
631,William Riker,CC,38.00,Universal Degeneration Emitter,103.00,28.00,3.53,2884.00,363.59,1234.0842,4481.6742,04/14/2018
637,Miles O'Brien,RO,15.00,Secondary Polarization Capacitor,44.00,30.00,2.70,1320.00,118.80,215.8200,1654.6200,05/29/2018
642,William Riker,TS,29.62,Magnetic Confinement Injector,168.00,9.00,4.00,1512.00,672.00,646.900800,2830.900800,05/21/2018
643,Boba Fett,FM,17.00,Universal Gravitronic Dissipation Node,234.00,15.34,4.25,3589.56,994.50,779.2902,5363.3502,07/20/2017
652,Hugh of Borg,MM,5.19,Starboard Molecular Transference Grid,95.00,26.00,2.20,2470.00,209.00,139.040100,2818.040100,09/04/2016
655,Martha Jones,AM,15.40,Molten Lava,160.00,668.78,49.00,107004.80,7840.00,17686.09920,132530.89920,10/03/2017
656,Jonas Quinn,LM,41.00,Particle Deflector Grid,244.00,44.33,4.00,10816.52,976.00,4834.9332,16627.4532,09/09/2018
665,Jean-Luc Picard,TF,36.00,Negative Isolinear Control Cell,250.00,16.50,1.84,4125.00,460.00,1650.6000,6235.6000,05/20/2018
670,Jack O'Neill,BO,19.60,Subspace Phase Circuit,205.00,25.00,1.00,5125.00,205.00,1044.68000,6374.68000,05/27/2017
673,William Riker,LB,13.05,Holographic Variance Sensor,139.00,37.49,1.83,5211.11,254.37,713.245140,6178.725140,12/20/2017
674,Lando Calrissian,IR,21.00,Starboard Duotronic Transition Multiplexer,250.00,18.55,3.30,4637.50,825.00,1147.1250,6609.6250,04/22/2018
675,Clara Oswald,WZ,39.00,Duotronic Phase Coil,254.00,47.00,2.58,11938.00,655.32,4911.3948,17504.7148,09/03/2018
676,Andy Weir,RS,36.92,Holographic Transition Multiplexer,321.00,47.00,2.00,15087.00,642.00,5807.146800,21536.146800,07/25/2018
679,K-9,LS,1.00,Secondary Polarization Capacitor,224.00,30.00,2.70,6720.00,604.80,73.2480,7398.0480,05/20/2018
688,Wade Watts,CO,33.00,Gravitronic Polarization Sequencer,233.00,7.82,1.81,1822.06,421.73,740.4507,2984.2407,01/23/2018
689,Hugh of Borg,TM,-4.94,Holographic Transition Multiplexer,55.00,47.00,2.00,2585.00,110.00,-133.133000,2561.867000,03/29/2016
690,Tuvok,PM,1.00,Holographic Variance Sensor,297.00,37.49,1.83,11134.53,543.51,116.7804,11794.8204,01/04/2017
697,Miles O'Brien,IR,21.00,Modular Holographic Interference Drive,159.00,31.21,0.92,4962.39,146.28,1072.8207,6181.4907,03/22/2017
698,Luke Skywalker,TM,-4.94,Peanut Shells,245.00,3.00,-3.00,735.00,-735.00,0.000000,0.000000,04/13/2017
699,Anakin Skywalker,CC,38.00,Inertial Control Modulator,214.00,34.89,0.56,7466.46,119.84,2882.7940,10469.0940,01/17/2018
700,Neelix,TF,36.00,Starboard Molecular Transference Grid,187.00,26.00,2.20,4862.00,411.40,1898.4240,7171.8240,05/25/2018
700,Admiral Gial Ackbar,TF,36.00,Modular Holographic Interference Drive,100.00,31.21,0.92,3121.00,92.00,1156.6800,4369.6800,06/29/2017
702,Worf,TA,36.00,Reserve Axial Dissipation Inverter,276.00,0.00,3.05,0.00,841.80,303.0480,1144.8480,08/21/2016
703,William Riker,BS,40.62,Secondary Transition Regulator,241.00,35.69,3.00,8601.29,723.00,3787.526598,13111.816598,07/01/2017
703,Pavel Chekov,BS,40.62,Gravitronic Polarization Sequencer,217.00,7.82,1.81,1696.94,392.77,848.840202,2938.550202,07/28/2018
704,Art3mis,CA,32.64,Starboard Molecular Transference Grid,228.00,26.00,2.20,5928.00,501.60,2098.621440,8528.221440,08/17/2018
705,Teal'c,BS,40.62,Holographic Transition Multiplexer,197.00,47.00,2.00,9259.00,394.00,3921.048600,13574.048600,09/06/2016
706,C-3PO,TM,-4.94,Holographic Variance Sensor,108.00,37.49,1.83,4048.92,197.64,-209.780064,4036.779936,03/09/2018
707,James T. Kirk,LS,1.10,Quantum Replication System,128.00,15.00,3.00,1920.00,384.00,25.34400,2329.34400,05/04/2018
708,Greedo,WT,2.00,Subspace Transference Cell,200.00,45.49,2.37,9098.00,474.00,191.4400,9763.4400,02/04/2017
709,Andy Weir,DM,27.52,Burlap,381.00,6.00,0.00,2286.00,0.00,629.107200,2915.107200,08/30/2018
710,Mazer Rackham,WG,18.89,Secondary Transition Regulator,170.00,35.69,3.00,6067.30,510.00,1242.451970,7819.751970,04/16/2018
716,Chakotay,CM,13.93,Peanut Shells,328.00,3.00,-3.00,984.00,-984.00,0.000000,0.000000,06/25/2018
723,Obi-Wan Kenobi,MM,5.19,Secondary Transition Regulator,247.00,35.69,3.00,8815.43,741.00,495.978717,10052.408717,09/10/2016
727,River Song,LS,1.10,Negative Polarization Grid,209.00,18.44,2.39,3853.96,499.51,47.88817,4401.35817,04/09/2018
733,Miles O'Brien,RS,36.92,Primary Flux Matrix,254.00,8.43,0.00,2141.22,0.00,790.538424,2931.758424,09/16/2016
734,Darth Sidious,WG,18.89,Quantum Dissipation Matrix,208.00,28.54,0.53,5936.32,110.24,1142.195184,7188.755184,12/23/2016
737,BB-8,RG,48.40,Duotronic Interference Actuator,108.00,33.00,1.00,3564.00,108.00,1777.24800,5449.24800,05/12/2018
738,BB-8,FA,34.00,Marmite,120.00,-1.67,3.00,-200.40,360.00,54.2640,213.8640,09/24/2018
739,Boba Fett,WF,16.00,Modular Inertial Replication Scanner,115.00,7.00,3.00,805.00,345.00,184.0000,1334.0000,03/22/2017
740,William Riker,RC,42.00,Gravitronic Polarization Sequencer,209.00,7.82,1.81,1634.38,378.29,845.3214,2857.9914,01/10/2018
749,Jango Fett,BF,28.00,Holographic Transition Multiplexer,343.00,47.00,2.00,16121.00,686.00,4705.9600,21512.9600,08/04/2017
752,Art3mis,WT,2.00,Negative Transference Index,162.00,16.74,3.00,2711.88,486.00,63.9576,3261.8376,10/21/2015
755,Data,VS,3.00,Holographic Variance Sensor,108.00,37.49,1.83,4048.92,197.64,127.3968,4373.9568,06/19/2017
759,Andy Weir,WO,34.00,Gravitronic Polarization Sequencer,141.00,7.82,1.81,1102.62,255.21,461.6622,1819.4922,03/29/2018
768,BB-8,CV,44.00,Tachyon Frequency Matrix,210.00,47.00,1.00,9870.00,210.00,4435.2000,14515.2000,08/28/2016
777,BB-8,RO,15.00,Quantum Dissipation Matrix,169.00,28.54,0.53,4823.26,89.57,736.9245,5649.7545,09/15/2016
778,Jean-Luc Picard,VS,3.00,Negative Control Compensator,167.00,21.00,1.00,3507.00,167.00,110.2200,3784.2200,04/17/2017
779,Samantha Carter,CH,43.33,Negative Isolinear Control Cell,119.00,16.50,1.84,1963.50,218.96,945.659918,3128.119918,05/01/2018
785,Martha Jones,LC,38.00,Auxiliary Transition Buffer,111.00,37.33,4.42,4143.63,490.62,1761.0150,6395.2650,12/23/2016
786,Jean-Luc Picard,LO,10.37,Quantum Dissipation Matrix,118.00,28.54,0.53,3367.72,62.54,355.717962,3785.977962,01/10/2018
788,Greedo,FH,-3.37,Modular Transition Modulator,197.00,44.53,1.10,8772.41,216.70,-302.933007,8686.176993,02/21/2019
789,Darth Vader,FM,17.00,Quantum Replication System,363.00,15.00,3.00,5445.00,1089.00,1110.7800,7644.7800,04/25/2018
792,Ender Wiggin,CH,43.33,Magnetic Confinement Injector,166.00,9.00,4.00,1494.00,664.00,935.061400,3093.061400,12/28/2017
793,Darth Vader,FM,17.00,Rose Petals,176.00,203.00,1.00,35728.00,176.00,6103.6800,42007.6800,03/24/2017
796,Jean-Luc Picard,AS,28.74,Negative Polarization Grid,180.00,18.44,2.39,3319.20,430.20,1077.577560,4826.977560,01/21/2017
804,Clara Oswald,CH,43.33,Auxiliary Transition Buffer,202.00,37.33,4.42,7540.66,892.84,3654.235550,12087.735550,08/01/2017
805,K-9,DM,27.52,Starboard Duotronic Transition Multiplexer,269.00,18.55,3.30,4989.95,887.70,1617.529280,7495.179280,05/21/2018
806,Tuvok,SM,25.29,Primary Flux Matrix,24.00,8.43,0.00,202.32,0.00,51.166728,253.486728,09/24/2017
810,Senator Palpatine,LA,0.00,Burlap,53.00,6.00,0.00,318.00,0.00,0.0000,318.0000,01/25/2018
813,Hiro Protagonist,FO,22.67,Quantum Replication System,240.00,15.00,3.00,3600.00,720.00,979.344000,5299.344000,10/23/2016
814,Jonas Quinn,WG,18.89,Primary Flux Matrix,48.00,8.43,0.00,404.64,0.00,76.436496,481.076496,11/20/2017
815,Amy Pond,CR,0.99,Rose Petals,39.00,203.00,1.00,7917.00,39.00,78.764400,8034.764400,01/30/2017
824,Luke Skywalker,BM,-3.30,Duotronic Interference Actuator,70.00,33.00,1.00,2310.00,70.00,-78.54000,2301.46000,06/16/2017
833,Wade Watts,FH,-3.37,Particle Deflector Grid,110.00,44.33,4.00,4876.30,440.00,-179.159310,5137.140690,10/15/2016
842,Worf,TA,36.00,Central Frequency Conduit,85.00,17.00,0.31,1445.00,26.35,529.6860,2001.0360,12/14/2017
843,Mazer Rackham,CH,43.33,Auxiliary Transition Buffer,222.00,37.33,4.42,8287.26,981.24,4016.041050,13284.541050,09/18/2016
844,Wade Watts,DM,27.52,Primary Flux Matrix,266.00,8.43,0.00,2242.38,0.00,617.102976,2859.482976,11/02/2016
845,Mazer Rackham,CC,38.00,Auxiliary Transition Buffer,119.00,37.33,4.42,4442.27,525.98,1887.9350,6856.1850,08/22/2017
846,Geordi La Forge,PB,12.00,Subspace Phase Circuit,140.00,27.50,1.00,3850.00,140.00,478.8000,4468.8000,03/10/2018
847,Chakotay,IC,0.00,Active Transition Buffer,302.00,39.06,2.00,11796.12,604.00,0.0000,12400.1200,04/11/2018
848,Rae Sloane,FS,0.00,Marmite,107.00,-1.67,3.00,-178.69,321.00,0.0000,142.3100,08/28/2017
849,Art3mis,TF,36.00,Auxiliary Transition Buffer,311.00,37.33,4.42,11609.63,1374.62,4674.3300,17658.5800,10/16/2016
850,Geordi La Forge,CC,38.00,Universal Degeneration Emitter,207.00,28.00,3.53,5796.00,730.71,2480.1498,9006.8598,09/10/2017
851,R2-D2,OS,29.83,Central Frequency Conduit,317.00,17.00,0.31,5389.00,98.27,1636.852641,7124.122641,08/23/2017
859,Jean-Luc Picard,DM,27.52,Primary Flux Matrix,319.00,8.43,0.00,2689.17,0.00,740.059584,3429.229584,07/18/2018
860,Darth Sidious,TO,19.00,Active Dissipation Actuator,239.00,23.12,1.03,5525.68,246.17,1096.6515,6868.5015,08/09/2017
861,R2-D2,DM,27.52,Duotronic Interference Actuator,205.00,33.00,1.00,6765.00,205.00,1918.144000,8888.144000,09/17/2017
862,Obi-Wan Kenobi,AS,28.74,Subspace Phase Circuit,248.00,27.50,1.00,6820.00,248.00,2031.343200,9099.343200,04/17/2017
863,Andy Weir,FA,34.00,Duotronic Phase Coil,128.00,47.00,2.58,6016.00,330.24,2157.7216,8503.9616,09/13/2017
864,B'Elanna Torres,HR,-3.00,Molten Lava,98.00,668.78,49.00,65540.44,4802.00,-2110.2732,68232.1668,04/24/2018
865,Jonas Quinn,LI,24.47,Universal Degeneration Emitter,180.00,28.00,3.53,5040.00,635.40,1388.770380,7064.170380,12/08/2017
873,B'Elanna Torres,RS,36.92,Rose Petals,131.00,203.00,1.00,26593.00,131.00,9866.500800,36590.500800,03/30/2018
874,Rory Williams,FM,17.00,Subspace Phase Circuit,154.00,27.50,1.00,4235.00,154.00,746.1300,5135.1300,05/06/2018
875,Greedo,FA,34.00,Subspace Transference Cell,156.00,45.49,2.37,7096.44,369.72,2538.4944,10004.6544,12/24/2016
876,Obi-Wan Kenobi,HR,-3.00,Burlap,274.00,6.00,0.00,1644.00,0.00,-49.3200,1594.6800,11/18/2017
884,William Riker,DO,39.00,Particle Deflector Grid,250.00,44.33,4.00,11082.50,1000.00,4712.1750,16794.6750,08/22/2015
886,Martha Jones,MO,-2.00,Subspace Phase Circuit,146.00,27.50,1.00,4015.00,146.00,-83.2200,4077.7800,08/09/2018
890,Qui-Gon Jinn,RO,15.00,Subspace Transference Cell,253.00,45.49,2.37,11508.97,599.61,1816.2870,13924.8670,01/15/2017
891,B'Elanna Torres,PB,12.00,Modular Holographic Interference Drive,132.00,31.21,0.92,4119.72,121.44,508.9392,4750.0992,07/14/2017
892,Andy Weir,FM,17.00,Magnetic Confinement Injector,371.00,9.00,4.00,3339.00,1484.00,819.9100,5642.9100,01/02/2018
892,Leonard McCoy,DO,39.00,Modular Polarization Cell,120.00,6.90,0.00,828.00,0.00,322.9200,1150.9200,11/16/2016
901,B'Elanna Torres,RO,15.00,Universal Degeneration Emitter,284.00,28.00,3.53,7952.00,1002.52,1343.1780,10297.6980,03/01/2017
902,Odo,VS,3.00,Magnetic Confinement Injector,95.00,9.00,4.00,855.00,380.00,37.0500,1272.0500,06/20/2017
903,Amy Pond,CV,44.00,Bioneural Degeneration Sensor,233.00,20.00,3.00,4660.00,699.00,2357.9600,7716.9600,09/15/2017
904,Hiro Protagonist,FA,34.00,Bioneural Polarization Coil,252.00,29.84,3.30,7519.68,831.60,2839.4352,11190.7152,02/18/2018
905,Jango Fett,FS,0.00,Marmite,114.00,-1.67,3.00,-190.38,342.00,0.0000,151.6200,02/17/2018
905,Anakin Skywalker,FC,41.63,Modular Transition Modulator,78.00,44.53,1.10,3473.34,85.80,1481.669982,5040.809982,05/06/2017
906,Teal'c,FS,0.00,Reserve Axial Dissipation Inverter,164.00,0.00,3.05,0.00,500.20,0.0000,500.2000,10/15/2018
909,R2-D2,WG,18.89,Burlap,47.00,6.00,0.00,282.00,0.00,53.269800,335.269800,06/09/2017
910,Chakotay,CV,44.00,Secondary Polarization Capacitor,274.00,30.00,2.97,8220.00,813.78,3974.8632,13008.6432,03/31/2017
911,Senator Palpatine,MO,-2.00,Duotronic Phase Coil,226.00,47.00,2.58,10622.00,583.08,-224.1016,10980.9784,05/01/2017
912,Data,AS,28.74,Modular Inertial Replication Scanner,340.00,7.00,3.00,2380.00,1020.00,977.160000,4377.160000,02/11/2017
914,Worf,SR,39.11,Quantum Dissipation Matrix,254.00,28.54,0.53,7249.16,134.62,2887.796358,10271.576358,08/31/2017
918,BB-8,WZ,39.00,Primary Flux Matrix,144.00,8.43,0.00,1213.92,0.00,473.4288,1687.3488,02/25/2018
926,Boba Fett,AS,28.74,Duotronic Field Transducer,196.00,17.00,3.30,3332.00,646.80,1143.507120,5122.307120,11/13/2016
927,Rae Sloane,MM,5.19,Molten Lava,225.00,668.78,49.00,150475.50,11025.00,8381.875950,169882.375950,02/12/2018
930,Obi-Wan Kenobi,DB,24.20,Bioneural Polarization Coil,251.00,29.84,3.30,7489.84,828.30,2012.98988,10331.12988,04/03/2017
931,Jango Fett,AA,32.43,Duotronic Phase Coil,149.00,47.00,2.58,7003.00,384.42,2395.740306,9783.160306,05/01/2017
937,Jack O'Neill,HR,-3.00,Active Dissipation Actuator,191.00,23.12,1.03,4415.92,196.73,-138.3795,4474.2705,09/10/2017
942,Odo,WO,34.00,Holographic Transition Multiplexer,70.00,47.00,2.00,3290.00,140.00,1166.2000,4596.2000,01/21/2019
949,Rae Sloane,SM,25.29,Secondary Transition Regulator,307.00,35.69,3.00,10956.83,921.00,3003.903207,14881.733207,04/26/2017
950,Neelix,CI,25.00,Magnetic Confinement Injector,65.00,9.00,4.00,585.00,260.00,211.2500,1056.2500,01/14/2018
954,Darth Sidious,WO,34.00,Duotronic Interference Actuator,119.00,33.00,1.00,3927.00,119.00,1375.6400,5421.6400,02/10/2017
958,R2-D2,DO,39.00,Starboard Duotronic Transition Multiplexer,71.00,18.55,3.30,1317.05,234.30,605.0265,2156.3765,06/20/2017
963,Q,BM,-3.30,Magnetic Confinement Injector,233.00,9.00,4.00,2097.00,932.00,-99.95700,2929.04300,11/13/2016
964,Greedo,ED,40.00,Particle Deflector Grid,153.00,44.33,4.00,6782.49,612.00,2957.7960,10352.2860,11/04/2016
965,Martha Jones,CO,33.00,Starboard Duotronic Transition Multiplexer,52.00,18.55,3.30,964.60,171.60,374.9460,1511.1460,03/29/2017
972,James T. Kirk,CA,32.64,Tachyon Frequency Matrix,180.00,47.00,1.00,8460.00,180.00,2820.096000,11460.096000,06/23/2017
976,BB-8,CI,25.00,Negative Transference Index,25.00,16.74,3.00,418.50,75.00,123.3750,616.8750,08/23/2015
977,Rae Sloane,FH,-3.37,Holographic Transition Multiplexer,200.00,47.00,2.00,9400.00,400.00,-330.260000,9469.740000,05/22/2017
977,Martha Jones,RI,23.25,Negative Flux Conduit,181.00,26.00,3.00,4706.00,543.00,1220.392500,6469.392500,10/20/2017
985,Neelix,WT,2.00,Magnetic Confinement Injector,222.00,9.00,4.00,1998.00,888.00,57.7200,2943.7200,10/15/2017
986,Jabba the Hutt,MM,5.19,Tachyon Frequency Matrix,246.00,47.00,1.00,11562.00,246.00,612.835200,12420.835200,08/31/2017
987,Martha Jones,IC,0.00,Inertial Transference Modulator,155.00,32.72,0.00,5071.60,0.00,0.0000,5071.6000,01/03/2018
988,Doctor Who,CB,1.00,Reserve Axial Dissipation Inverter,140.00,0.00,3.05,0.00,427.00,4.2700,431.2700,06/07/2018
996,Hugh of Borg,FH,-3.37,Duotronic Field Transducer,259.00,17.00,3.30,4403.00,854.70,-177.184490,5080.515510,09/28/2016
997,Qui-Gon Jinn,TO,19.00,Holographic Variance Sensor,68.00,37.49,1.83,2549.32,124.44,508.0144,3181.7744,05/08/2017
998,Jonas Quinn,CM,13.93,Modular Transition Modulator,315.00,44.53,1.10,14026.95,346.50,2002.221585,16375.671585,06/15/2018
999,Ender Wiggin,RS,36.92,Negative Isolinear Control Cell,179.00,16.50,1.84,2953.50,329.36,1212.031912,4494.891912,10/24/2016
1006,Boba Fett,CH,43.33,Inertial Control Modulator,184.00,34.89,0.62,6419.76,114.08,2831.112872,9364.952872,09/16/2017
1009,Samantha Carter,BO,19.60,Subspace Phase Circuit,86.00,27.50,1.00,2365.00,86.00,480.39600,2931.39600,07/17/2017
1010,Greedo,WZ,39.00,Secondary Transition Regulator,144.00,35.69,3.00,5139.36,432.00,2172.8304,7744.1904,01/01/2017
1018,Samantha Carter,LS,1.10,Dynamic Resonance Buffer,302.00,17.00,4.08,5134.00,1232.16,70.02776,6436.18776,01/25/2018
1023,Darth Sidious,CI,25.00,Negative Flux Conduit,178.00,26.00,3.00,4628.00,534.00,1290.5000,6452.5000,08/15/2018
1031,Wesley Crusher,CC,38.00,Particle Deflector Grid,146.00,44.33,4.00,6472.18,584.00,2681.3484,9737.5284,08/22/2018
1032,Pavel Chekov,FO,22.67,Universal Degeneration Emitter,213.00,28.00,3.53,5964.00,751.89,1522.492263,8238.382263,01/06/2017
1033,Wesley Crusher,RK,31.00,Duotronic Phase Coil,247.00,47.00,2.58,11609.00,637.26,3796.3406,16042.6006,06/15/2017
1034,Wade Watts,AS,28.74,Modular Holographic Interference Drive,43.00,31.21,0.92,1342.03,39.56,397.068966,1778.658966,08/23/2018
1035,Teal'c,FH,-3.37,Forward Ion Pulse Capacitor,240.00,0.99,2.00,237.60,480.00,-24.183120,693.416880,05/22/2017
1037,Darth Maul,SC,41.56,Starboard Duotronic Transition Multiplexer,214.00,18.55,3.30,3969.70,706.20,1943.304040,6619.204040,08/22/2015
1038,Worf,CO,33.00,Duotronic Field Transducer,215.00,17.00,3.30,3655.00,709.50,1440.2850,5804.7850,11/29/2016
1042,Martha Jones,IC,0.00,Rose Petals,155.00,203.00,1.00,31465.00,155.00,0.0000,31620.0000,04/16/2017
1049,Art3mis,WE,15.00,Duotronic Interference Actuator,216.00,33.00,1.00,7128.00,216.00,1101.6000,8445.6000,08/03/2018
1050,Daniel Jackson,TA,36.00,Gravitronic Polarization Sequencer,28.00,7.82,1.81,218.96,50.68,97.0704,366.7104,06/15/2018
1051,Jonas Quinn,VS,3.00,Rose Petals,272.00,203.00,1.00,55216.00,272.00,1664.6400,57152.6400,02/13/2018
1052,R2-D2,BM,-3.30,Reserve Axial Dissipation Inverter,132.00,0.00,3.05,0.00,402.60,-13.28580,389.31420,03/01/2017
1053,Doctor Who,SC,41.56,Rose Petals,281.00,203.00,1.00,57043.00,281.00,23823.854400,81147.854400,10/18/2017
1055,BB-8,AA,32.43,Auxiliary Transition Buffer,177.00,37.33,4.42,6607.41,782.34,2396.495925,9786.245925,11/18/2016
1060,Worf,SO,39.00,Particle Deflector Grid,179.00,44.33,4.00,7935.07,716.00,3373.9173,12024.9873,10/22/2016
1069,Darth Vader,WO,34.00,Modular Holographic Interference Drive,260.00,31.21,0.92,8114.60,239.20,2840.2920,11194.0920,08/23/2018
1070,Jack O'Neill,CR,0.99,Secondary Transition Regulator,97.00,35.69,3.00,3461.93,291.00,37.154007,3790.084007,12/01/2017
1071,C-3PO,SR,39.11,Gravitronic Polarization Sequencer,169.00,7.82,1.81,1321.58,305.89,636.503517,2263.973517,09/21/2017
1073,Tasha Yar,DB,24.20,Reserve Axial Dissipation Inverter,177.00,0.00,3.05,0.00,539.85,130.64370,670.49370,07/10/2017
1073,James T. Kirk,RO,15.00,Secondary Polarization Capacitor,90.00,30.00,2.97,2700.00,267.30,445.0950,3412.3950,09/11/2016
1079,BB-8,BO,19.60,Dandelion Fluff,60.00,3.14,1.00,188.40,60.00,48.68640,297.08640,04/17/2018
1083,Boba Fett,TF,36.00,Bioneural Degeneration Sensor,190.00,20.00,3.00,3800.00,570.00,1573.2000,5943.2000,04/26/2018
1084,Luke Skywalker,CB,1.00,Quantum Dissipation Matrix,143.00,28.54,0.53,4081.22,75.79,41.5701,4198.5801,08/11/2017
1085,Odo,FC,41.63,Duotronic Interference Actuator,164.00,33.00,1.00,5412.00,164.00,2321.288800,7897.288800,08/06/2017
1086,Samantha Carter,IC,0.00,Quantum Dissipation Matrix,171.00,28.54,0.53,4880.34,90.63,0.0000,4970.9700,08/14/2018
1086,Jack O'Neill,DM,27.52,Negative Transference Index,309.00,16.74,3.00,5172.66,927.00,1678.626432,7778.286432,12/24/2016
1089,Odo,CM,13.93,Modular Inertial Replication Scanner,308.00,7.00,3.00,2156.00,924.00,429.044000,3509.044000,04/16/2018
1090,Qui-Gon Jinn,CR,0.99,Subspace Phase Circuit,142.00,27.50,1.00,3905.00,142.00,40.065300,4087.065300,03/22/2018
1091,Hiro Protagonist,LA,0.00,Holographic Variance Sensor,191.00,37.49,1.83,7160.59,349.53,0.0000,7510.1200,08/30/2019
1092,Art3mis,TS,29.62,Active Dissipation Actuator,283.00,23.12,1.03,6542.96,291.49,2024.364090,8858.814090,09/28/2018
1093,Martha Jones,RG,48.40,Modular Inertial Replication Scanner,264.00,7.00,3.00,1848.00,792.00,1277.76000,3917.76000,10/19/2016
1094,Samantha Carter,VS,3.00,Auxiliary Transition Buffer,135.00,37.33,4.42,5039.55,596.70,169.0875,5805.3375,10/24/2016
1095,Darth Maul,FM,17.00,Inertial Control Modulator,208.00,34.89,0.62,7257.12,128.96,1255.6336,8641.7136,12/17/2017
1101,Admiral Gial Ackbar,WT,2.00,Modular Polarization Cell,159.00,6.90,0.00,1097.10,0.00,21.9420,1119.0420,09/10/2017
1103,K-9,LB,13.05,Subspace Transference Cell,136.00,45.49,2.37,6186.64,322.32,849.419280,7358.379280,09/09/2017
1104,Boba Fett,CA,32.64,Active Transition Buffer,199.00,39.06,2.00,7772.94,398.00,2666.994816,10837.934816,05/22/2018
1105,Hugh of Borg,VS,3.00,Duotronic Interference Actuator,240.00,33.00,1.00,7920.00,240.00,244.8000,8404.8000,05/06/2018
1106,Donna Noble,IR,21.00,Subspace Transference Cell,300.00,45.49,2.37,13647.00,711.00,3015.1800,17373.1800,05/24/2017
1106,Mazer Rackham,DB,24.20,Marmite,236.00,-1.67,3.00,-394.12,708.00,75.95896,389.83896,05/30/2017
